tibetan_syllable	canonical_forms	canonical_status	canonical_confidence_tier	evidence_class	full_target_reviewed	supporting_forms	supporting_volumes	observed_other_forms	credible_competing_transcriptions	competing_forms	competing_support	independent_teaching_occurrences	derived_occurrences	historical_occurrences	domain_breakdown	feature_coverage	feature_dependency_rule_ids	feature_dependency_evidence_ids	feature_leave_one_out_status	rationale
ལྟོགས		provisional	provisional	historically_supported_candidate	no	Ikogs:0;Ito:0;lhogs:1;ltogs:1		Ikogs;Ito;lhogs;ltogs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟོང		provisional	provisional	historically_supported_candidate	no	Iton:0;hören:0;koṅ:1;lton:1;ltoṅ:1		Iton;hören;koṅ;lton;ltoṅ				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟོས		provisional	provisional	historically_supported_candidate	no	Verhalten:1;imp:0;ltos:0		Verhalten;imp;ltos				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟཾ		provisional	provisional	historically_supported_candidate	no	skyon:0;’grans:0		skyon;’grans				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟྷ		provisional	provisional	historically_supported_candidate	no	lha:1		lha				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡ		provisional	provisional	historically_supported_candidate	no	König:0;ldan:0		König;ldan				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡག		provisional	provisional	historically_supported_candidate	no	ldag:0		ldag				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡང	ldaṅ	provisional	canonical_independent_moderate	independent_moderate_evidence	no	ldaṅ:4;ldeṅ:1;mtho:0	wts_1_34;wts_35_51	ldeṅ;mtho				3	1	3	ordinary_tibetan_lexical_or_compound:4	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡད		provisional	provisional	historically_supported_candidate	no	Idad:0;dad:0		Idad;dad				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡན	ldan	canonical	canonical_independent_strong	independent_multi_context_canonical	no	Beiname:1;Ildan:0;bdag:0;chos:0;dessen:0;gsum:0;im:0;ldan:91;le:0;lldan:2;mi:0;ston:0	wts_1_34;wts_35_51;wts_8_b;wts_9_m	Beiname;Ildan;bdag;chos;dessen;gsum;im;le;lldan;mi;ston				74	17	233	ordinary_tibetan_lexical_or_compound:220;tibetan_proper_name:13	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡམ		provisional	provisional	historically_supported_candidate	no	ldam:0		ldam				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡར		provisional	provisional	historically_supported_candidate	no	Idar:0		Idar				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡི		provisional	provisional	historically_supported_candidate	no	ldi:0		ldi				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡིག		provisional	provisional	historically_supported_candidate	no	ldig:0		ldig				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡིང	ldiṅ	canonical	canonical_independent_strong	independent_multi_context_canonical	no	Idın:0;ldiṅ:10	wts_1_34;wts_35_51;wts_8_b	Idın				8	2	8	ordinary_tibetan_lexical_or_compound:10	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡིངས		provisional	provisional	historically_supported_candidate	no	ldiṅs:1		ldiṅs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡིབ		provisional	provisional	historically_supported_candidate	no	ldib:0		ldib				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡིབས		provisional	provisional	historically_supported_candidate	no	dibs:0		dibs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡིར		provisional	provisional	historically_supported_candidate	no	'dir:0;Idir:0;Jdir:0		'dir;Idir;Jdir				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡུ		provisional	provisional	historically_supported_candidate	no	ldu:0		ldu				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡུག		provisional	provisional	historically_supported_candidate	no	ldug:0		ldug				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡུགས		provisional	provisional	historically_supported_candidate	no	ldugs:0		ldugs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡུད		provisional	provisional	historically_supported_candidate	no	ldud:0		ldud				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡུམ	ldum	provisional	canonical_independent_moderate	independent_moderate_evidence	no	Idum:0;ldum:2	wts_35_51;wts_9_m	Idum				2	0	8	ordinary_tibetan_lexical_or_compound:8	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡུར		provisional	provisional	historically_supported_candidate	no	'dur:0;Idur:0;dur:0;ldur:0		'dur;Idur;dur;ldur				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡུས		provisional	provisional	historically_supported_candidate	no	ldus:0		ldus				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡེ		provisional	provisional	historically_supported_candidate	no	'Ide:0;Ide:0;lde:2;ldi:1;llde:1		'Ide;Ide;lde;ldi;llde				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡེག		provisional	provisional	historically_supported_candidate	no	Ideg:0;ldeg:0		Ideg;ldeg				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡེང		provisional	provisional	historically_supported_candidate	no	ldiṅ:1		ldiṅ				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡེངས		provisional	provisional	historically_supported_candidate	no	ldiṅs:1		ldiṅs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡེབ		provisional	provisional	historically_supported_candidate	no	Ideb:0		Ideb				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡེབས		provisional	provisional	historically_supported_candidate	no	ldebs:0		ldebs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡེམ	ldem	provisional	canonical_independent_moderate	independent_moderate_evidence	no	Idem:0;ldem:2	wts_1_34;wts_35_51	Idem				2	0	8	ordinary_tibetan_lexical_or_compound:8	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྡེའུ		provisional	provisional	historically_supported_candidate	no	lde'u:1;mig:0		lde'u;mig				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
