tibetan_syllable	prefix	superscript	root_consonant	subjoined_consonants	vowel	suffix_coda	post_suffix	orthographic_stack	ambiguous_root_candidates	role_parse_status	role_parse_confidence	rationale
སྐི		ས	ཀ		i			སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐིད		ས	ཀ		i	ད		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐུ		ས	ཀ		u			སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐུགས		ས	ཀ		u	ག	ས	སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐུངས		ས	ཀ		u	ང	ས	སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐུད		ས	ཀ		u	ད		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐུན		ས	ཀ		u	ན		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐུབུ										unsupported_orthographic_sign	none	Multiple Tibetan vowel signs are not modelled.
སྐུམ		ས	ཀ		u	མ		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐུའི										unsupported_orthographic_sign	none	Multiple Tibetan vowel signs are not modelled.
སྐུར		ས	ཀ		u	ར		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐུལ		ས	ཀ		u	ལ		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐུས		ས	ཀ		u	ས		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐེ		ས	ཀ		e			སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐེག		ས	ཀ		e	ག		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐེགས		ས	ཀ		e	ག	ས	སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐེད		ས	ཀ		e	ད		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐེན		ས	ཀ		e	ན		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐེམ		ས	ཀ		e	མ		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐེམས		ས	ཀ		e	མ	ས	སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐེར		ས	ཀ		e	ར		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐེལ		ས	ཀ		e	ལ		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐེས		ས	ཀ		e	ས		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐོ		ས	ཀ		o			སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐོགས		ས	ཀ		o	ག	ས	སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐོང		ས	ཀ		o	ང		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐོངས		ས	ཀ		o	ང	ས	སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐོད		ས	ཀ		o	ད		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐོན		ས	ཀ		o	ན		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐོབ		ས	ཀ		o	བ		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐོབས		ས	ཀ		o	བ	ས	སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐོམ		ས	ཀ		o	མ		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐོམས		ས	ཀ		o	མ	ས	སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐོར		ས	ཀ		o	ར		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐོལ		ས	ཀ		o	ལ		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐོས		ས	ཀ		o	ས		སཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱ		ས	ཀ	ཡ	a			སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱག		ས	ཀ	ཡ	a	ག		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱགས		ས	ཀ	ཡ	a	ག	ས	སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱང		ས	ཀ	ཡ	a	ང		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱབ		ས	ཀ	ཡ	a	བ		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱབས		ས	ཀ	ཡ	a	བ	ས	སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱའི		ས	ཀ	ཡ	i	འ		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱའོ		ས	ཀ	ཡ	o	འ		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱར		ས	ཀ	ཡ	a	ར		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱལ		ས	ཀ	ཡ	a	ལ		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱས		ས	ཀ	ཡ	a	ས		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱི		ས	ཀ	ཡ	i			སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱིག		ས	ཀ	ཡ	i	ག		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱིགས		ས	ཀ	ཡ	i	ག	ས	སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱིང		ས	ཀ	ཡ	i	ང		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱིད		ས	ཀ	ཡ	i	ད		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱིན		ས	ཀ	ཡ	i	ན		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱིབས		ས	ཀ	ཡ	i	བ	ས	སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱིལ		ས	ཀ	ཡ	i	ལ		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱིས		ས	ཀ	ཡ	i	ས		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱུ		ས	ཀ	ཡ	u			སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱུག		ས	ཀ	ཡ	u	ག		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱུགས		ས	ཀ	ཡ	u	ག	ས	སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱུང		ས	ཀ	ཡ	u	ང		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱུད		ས	ཀ	ཡ	u	ད		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱུར		ས	ཀ	ཡ	u	ར		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱུས		ས	ཀ	ཡ	u	ས		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱེ		ས	ཀ	ཡ	e			སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱེག		ས	ཀ	ཡ	e	ག		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱེགས		ས	ཀ	ཡ	e	ག	ས	སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱེངས		ས	ཀ	ཡ	e	ང	ས	སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱེད		ས	ཀ	ཡ	e	ད		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱེན		ས	ཀ	ཡ	e	ན		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱེམ		ས	ཀ	ཡ	e	མ		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱེམས		ས	ཀ	ཡ	e	མ	ས	སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱེར		ས	ཀ	ཡ	e	ར		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱེལ		ས	ཀ	ཡ	e	ལ		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱེས		ས	ཀ	ཡ	e	ས		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱོ		ས	ཀ	ཡ	o			སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱོག		ས	ཀ	ཡ	o	ག		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱོགས		ས	ཀ	ཡ	o	ག	ས	སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱོང		ས	ཀ	ཡ	o	ང		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱོངས		ས	ཀ	ཡ	o	ང	ས	སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱོད		ས	ཀ	ཡ	o	ད		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱོན		ས	ཀ	ཡ	o	ན		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱོབ		ས	ཀ	ཡ	o	བ		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱོབས		ས	ཀ	ཡ	o	བ	ས	སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱོམ		ས	ཀ	ཡ	o	མ		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱོམས		ས	ཀ	ཡ	o	མ	ས	སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱོར		ས	ཀ	ཡ	o	ར		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱོལ		ས	ཀ	ཡ	o	ལ		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྱོས		ས	ཀ	ཡ	o	ས		སཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྲ		ས	ཀ	ར	a			སཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྲག		ས	ཀ	ར	a	ག		སཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྲགས		ས	ཀ	ར	a	ག	ས	སཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྲང		ས	ཀ	ར	a	ང		སཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྲངས		ས	ཀ	ར	a	ང	ས	སཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྲད		ས	ཀ	ར	a	ད		སཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྲན		ས	ཀ	ར	a	ན		སཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྲབ		ས	ཀ	ར	a	བ		སཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྲས		ས	ཀ	ར	a	ས		སཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྲིགས		ས	ཀ	ར	i	ག	ས	སཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྲུད		ས	ཀ	ར	u	ད		སཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྲོང		ས	ཀ	ར	o	ང		སཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྐྲོད		ས	ཀ	ར	o	ད		སཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒ		ས	ག		a			སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒགས		ས	ག		a	ག	ས	སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒང		ས	ག		a	ང		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒབ		ས	ག		a	བ		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒམ		ས	ག		a	མ		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒར		ས	ག		a	ར		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒལ		ས	ག		a	ལ		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒི		ས	ག		i			སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒིམ		ས	ག		i	མ		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒུ		ས	ག		u			སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒུད		ས	ག		u	ད		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒུམ		ས	ག		u	མ		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒུར		ས	ག		u	ར		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒུལ		ས	ག		u	ལ		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒེ		ས	ག		e			སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒེག		ས	ག		e	ག		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒེའུ										unsupported_orthographic_sign	none	Multiple Tibetan vowel signs are not modelled.
སྒེར		ས	ག		e	ར		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒེལ		ས	ག		e	ལ		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒེས		ས	ག		e	ས		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒོ		ས	ག		o			སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒོག		ས	ག		o	ག		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒོགས		ས	ག		o	ག	ས	སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒོང		ས	ག		o	ང		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒོན		ས	ག		o	ན		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒོམ		ས	ག		o	མ		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒོམས		ས	ག		o	མ	ས	སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒོར		ས	ག		o	ར		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒོལ		ས	ག		o	ལ		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒོས		ས	ག		o	ས		སག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒྱིངས		ས	ག	ཡ	i	ང	ས	སགཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
སྒྱིད		ས	ག	ཡ	i	ད		སགཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
