tibetan_syllable	observed_forms	current_canonical_tier	role_parse_status	composition_status	feature_composed_target	component_rule_ids	supporting_evidence_ids	leave_one_out_status	domain_compatibility	correction_authority	blocker
རཱཛ	rādza	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
རཱལ	rgyal	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
རཱཱ	rā	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
རཱི	con;ri	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
རི	Berg;Hohngelächter;Inubri;Kreis;Ort;Schmutz;Stadt;auchpirinpr;bi;buddh;da;doppelt;dra;eines;gegenūberliegender;gi;ka;kirti;la;ma;mi;mo;npr.cin;oe;ram;re;ri;risi;rm;sau;schallen;tchu;tsandan;vielleicht;x;yiri	canonical_independent_strong	fully_resolved	feature_complete_unique	ri	CORPUS_5BE28982C775;CORPUS_63EB474B7A3F	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རིཀ	mmig	provisional	unusual_stack	role_parse_unresolved				insufficient	unresolved	no	unusual_stack
རིཀའུལ	mig	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
རིག	allwissend;byed;klug;mg;pa;rig;rmig	canonical_independent_strong	fully_resolved	feature_complete_unique	rig	CORPUS_5BE28982C775;CORPUS_63EB474B7A3F;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རིགས	Art;cho;ku;ma;rigs;weibliche	canonical_independent_strong	fully_resolved	feature_complete_unique	rigs	CORPUS_5BE28982C775;CORPUS_63EB474B7A3F;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རིང	Iderin;bśul;langmütig;riṅ;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin;rin	canonical_independent_strong	fully_resolved	feature_complete_unique	riṅ	CORPUS_5BE28982C775;CORPUS_63EB474B7A3F;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རིངས	rins	provisional	fully_resolved	feature_complete_target_support_insufficient	riṅs	CORPUS_5BE28982C775;CORPUS_63EB474B7A3F;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
རིན	chen;rin	canonical_feature_composed	fully_resolved	feature_complete_unique	rin	CORPUS_5BE28982C775;CORPUS_63EB474B7A3F;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རིབ	dunkel;rib;skya	provisional	fully_resolved	feature_complete_target_support_insufficient	rib	CORPUS_5BE28982C775;CORPUS_63EB474B7A3F;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
རིམ	niedriger;rim;äußerer	canonical_independent_strong	fully_resolved	feature_complete_unique	rim	CORPUS_5BE28982C775;CORPUS_63EB474B7A3F;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རིམས	rims	canonical_independent_strong	fully_resolved	feature_complete_unique	rims	CORPUS_5BE28982C775;CORPUS_63EB474B7A3F;CORPUS_5683E9A09D00;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རིའ	Kot;ril	provisional	fully_resolved	feature_partial		CORPUS_5BE28982C775;CORPUS_63EB474B7A3F	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	suffix_coda:འ
རིའི	bdag;bu;dban;ri’i	canonical_independent_moderate	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
རིར	mir;rir	canonical_feature_composed	fully_resolved	feature_complete_unique	rir	CORPUS_5BE28982C775;CORPUS_63EB474B7A3F;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རིལ	Imthin;ril;rl;rıl	canonical_independent_strong	fully_resolved	feature_complete_unique	ril	CORPUS_5BE28982C775;CORPUS_63EB474B7A3F;RESIDUAL_A5A2CF47705E	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རིས	Bereich;Muster;Zeichnung;bzai;cin;dbah;ris;rıs	canonical_independent_strong	fully_resolved	feature_complete_unique	ris	CORPUS_5BE28982C775;CORPUS_63EB474B7A3F;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རིིམ	Stufe	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
རུ	AS;Antilopenhorn;P;Tda;chu;da;dkar;gyu;kau;lbyer;mun;onom;ra;ru;spuru;vu;yu	ambiguous	fully_resolved	feature_complete_unique	ru	CORPUS_5BE28982C775;CORPUS_84A74DBDD722	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རུག	rgyug;rug	canonical_independent_strong	fully_resolved	feature_complete_unique	rug	CORPUS_5BE28982C775;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རུང	noch;riri;ruṅ;run;run;run;run;run;run	canonical_feature_composed	fully_resolved	feature_complete_unique	ruṅ	CORPUS_5BE28982C775;CORPUS_84A74DBDD722;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རུད	sud	provisional	fully_resolved	feature_complete_target_support_insufficient	rud	CORPUS_5BE28982C775;CORPUS_84A74DBDD722;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
རུབ	Zusammenarbeit;rab	provisional	fully_resolved	feature_complete_target_support_insufficient	rub	CORPUS_5BE28982C775;CORPUS_84A74DBDD722;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
རུམ	Tmium;pa;rum;skyu	canonical_feature_composed	fully_resolved	feature_complete_unique	rum	CORPUS_5BE28982C775;CORPUS_84A74DBDD722;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རུར	ru	provisional	fully_resolved	feature_complete_target_support_insufficient	rur	CORPUS_5BE28982C775;CORPUS_84A74DBDD722;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
རུལ	rgyal;rul	canonical_independent_moderate	fully_resolved	feature_complete_unique	rul	CORPUS_5BE28982C775;CORPUS_84A74DBDD722;RESIDUAL_A5A2CF47705E	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རུས	Brustknochen;miyiruspa;rus	canonical_independent_strong	fully_resolved	feature_complete_unique	rus	CORPUS_5BE28982C775;CORPUS_84A74DBDD722;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རེ	Igyurtare;Jambha;gdon;gib;lbar;mehr;na;no;pa'am;pphan;rdzi;re;ri;rje;rtse;snare;so;ständig;tblo;to;tse;wenig	ambiguous	fully_resolved	feature_partial		CORPUS_5BE28982C775	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
རེག	chod;reg	provisional	fully_resolved	feature_partial		CORPUS_5BE28982C775;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
རེགས	rigs	provisional	fully_resolved	feature_partial		CORPUS_5BE28982C775;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
རེང	med;ren;rens	provisional	fully_resolved	feature_partial		CORPUS_5BE28982C775;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
རེངས	auchmoren;lpho;rens;reṅs	provisional	fully_resolved	feature_partial		CORPUS_5BE28982C775;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
རེཊ	srol	provisional	unusual_stack	role_parse_unresolved				insufficient	unresolved	no	unusual_stack
རེད	red	provisional	fully_resolved	feature_partial		CORPUS_5BE28982C775;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
རེན	ren	provisional	fully_resolved	feature_partial		CORPUS_5BE28982C775;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
རེམ	rim	provisional	fully_resolved	feature_partial		CORPUS_5BE28982C775;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
རེའི	re’i	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
རེས	nes;res;ris	canonical_independent_strong	fully_resolved	feature_partial		CORPUS_5BE28982C775;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
རོ	FE;Vogelkadaver;k;mo;mon;na;no;nr;pa;rdo;rno;ro	canonical_independent_strong	fully_resolved	feature_complete_unique	ro	CORPUS_5BE28982C775;CORPUS_16D4A9AA0695	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རོག	rog	canonical_independent_strong	fully_resolved	feature_complete_unique	rog	CORPUS_5BE28982C775;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རོགས	rogs;vogs	canonical_feature_composed	fully_resolved	feature_complete_unique	rogs	CORPUS_5BE28982C775;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རོང	doṅ;rori;roṅ;ron;ron;ron;ron	canonical_feature_composed	fully_resolved	feature_complete_unique	roṅ	CORPUS_5BE28982C775;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རོན	lphug;ron;shon	canonical_feature_composed	fully_resolved	feature_complete_unique	ron	CORPUS_5BE28982C775;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རོབ	Iskyes;Täuschung;tu	provisional	fully_resolved	feature_complete_target_support_insufficient	rob	CORPUS_5BE28982C775;CORPUS_16D4A9AA0695;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
རོམ	rom	canonical_feature_composed	fully_resolved	feature_complete_unique	rom	CORPUS_5BE28982C775;CORPUS_16D4A9AA0695;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རོའ	rol;rtsol	provisional	fully_resolved	feature_partial		CORPUS_5BE28982C775;CORPUS_16D4A9AA0695	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	suffix_coda:འ
རོར	divin	provisional	fully_resolved	feature_complete_target_support_insufficient	ror	CORPUS_5BE28982C775;CORPUS_16D4A9AA0695;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
རོལ	pba;rol;rolna;son;vol;vorhergehend	ambiguous	fully_resolved	feature_complete_unique	rol	CORPUS_5BE28982C775;CORPUS_16D4A9AA0695;RESIDUAL_A5A2CF47705E	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རོས	ros	canonical_feature_composed	fully_resolved	feature_complete_unique	ros	CORPUS_5BE28982C775;CORPUS_16D4A9AA0695;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རཾ	ma	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
རཿ	rab	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
རྐ	gehörig;karko;myur;rka;rko	canonical_feature_composed	fully_resolved	feature_complete_unique	rka	CORPUS_987FBEB04DC6;RESIDUAL_16C7C1641787;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རྐང	bran;pa;ran;rkahi;rkaṅ;rkaṅi;rkyaṅ;rkani;rkani	canonical_independent_strong	fully_resolved	feature_complete_unique	rkaṅ	CORPUS_987FBEB04DC6;RESIDUAL_16C7C1641787;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རྐད	Vater-Tantra;rgad;rgod	provisional	fully_resolved	feature_complete_target_support_insufficient	rkad	CORPUS_987FBEB04DC6;RESIDUAL_16C7C1641787;CORPUS_01025FAF5D30;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
རྐན	rkan;rkun	ambiguous	fully_resolved	feature_complete_unique	rkan	CORPUS_987FBEB04DC6;RESIDUAL_16C7C1641787;CORPUS_01025FAF5D30;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རྐམ	rkam	canonical_feature_composed	fully_resolved	feature_complete_unique	rkam	CORPUS_987FBEB04DC6;RESIDUAL_16C7C1641787;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རྐིམ	rim	provisional	fully_resolved	feature_complete_target_support_insufficient	rkim	CORPUS_987FBEB04DC6;RESIDUAL_16C7C1641787;CORPUS_63EB474B7A3F;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
རྐུ	myu;rku	canonical_feature_composed	fully_resolved	feature_complete_unique	rku	CORPUS_987FBEB04DC6;RESIDUAL_16C7C1641787;CORPUS_84A74DBDD722	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
